destination,origin,outbound_date,quote
KULM-sky,PARI-sky,2021-01-04,
KULM-sky,PARI-sky,2021-01-05,484
KULM-sky,PARI-sky,2021-01-06,
KULM-sky,PARI-sky,2021-01-07,
KULM-sky,PARI-sky,2021-01-08,
KULM-sky,PARI-sky,2021-01-09,
KULM-sky,PARI-sky,2021-01-10,
KULM-sky,PARI-sky,2021-01-11,
KULM-sky,PARI-sky,2021-01-12,
KULM-sky,PARI-sky,2021-01-13,
KULM-sky,PARI-sky,2021-01-14,
KULM-sky,PARI-sky,2021-01-15,
KULM-sky,PARI-sky,2021-01-16,483
KULM-sky,PARI-sky,2021-01-17,484
KULM-sky,PARI-sky,2021-01-18,
KULM-sky,PARI-sky,2021-01-19,
KULM-sky,PARI-sky,2021-01-20,
KULM-sky,PARI-sky,2021-01-21,
KULM-sky,PARI-sky,2021-01-22,
KULM-sky,PARI-sky,2021-01-23,
KULM-sky,PARI-sky,2021-01-24,
KULM-sky,PARI-sky,2021-01-25,
KULM-sky,PARI-sky,2021-01-26,
KULM-sky,PARI-sky,2021-01-27,
KULM-sky,PARI-sky,2021-01-28,
KULM-sky,PARI-sky,2021-01-29,
KULM-sky,PARI-sky,2021-01-30,
KULM-sky,PARI-sky,2021-01-31,
ISTA-sky,PARI-sky,2021-01-01,86
ISTA-sky,PARI-sky,2021-01-02,102
ISTA-sky,PARI-sky,2021-01-03,85
ISTA-sky,PARI-sky,2021-01-04,103
ISTA-sky,PARI-sky,2021-01-05,77
ISTA-sky,PARI-sky,2021-01-06,107
ISTA-sky,PARI-sky,2021-01-07,119
ISTA-sky,PARI-sky,2021-01-08,120
ISTA-sky,PARI-sky,2021-01-09,
ISTA-sky,PARI-sky,2021-01-10,
ISTA-sky,PARI-sky,2021-01-11,71
ISTA-sky,PARI-sky,2021-01-12,120
ISTA-sky,PARI-sky,2021-01-13,80
ISTA-sky,PARI-sky,2021-01-14,66
ISTA-sky,PARI-sky,2021-01-15,82
ISTA-sky,PARI-sky,2021-01-16,75
ISTA-sky,PARI-sky,2021-01-17,81
ISTA-sky,PARI-sky,2021-01-18,80
ISTA-sky,PARI-sky,2021-01-19,71
ISTA-sky,PARI-sky,2021-01-20,79
ISTA-sky,PARI-sky,2021-01-21,67
ISTA-sky,PARI-sky,2021-01-22,86
ISTA-sky,PARI-sky,2021-01-23,
ISTA-sky,PARI-sky,2021-01-24,123
ISTA-sky,PARI-sky,2021-01-25,71
ISTA-sky,PARI-sky,2021-01-26,71
ISTA-sky,PARI-sky,2021-01-27,
ISTA-sky,PARI-sky,2021-01-28,71
ISTA-sky,PARI-sky,2021-01-29,
ISTA-sky,PARI-sky,2021-01-30,77
ISTA-sky,PARI-sky,2021-01-31,74
HKGA-sky,DXBA-sky,2021-01-01,260
HKGA-sky,DXBA-sky,2021-01-02,311
HKGA-sky,DXBA-sky,2021-01-03,260
HKGA-sky,DXBA-sky,2021-01-04,310
HKGA-sky,DXBA-sky,2021-01-05,204
HKGA-sky,DXBA-sky,2021-01-06,310
HKGA-sky,DXBA-sky,2021-01-07,298
HKGA-sky,DXBA-sky,2021-01-08,
HKGA-sky,DXBA-sky,2021-01-09,319
HKGA-sky,DXBA-sky,2021-01-10,
HKGA-sky,DXBA-sky,2021-01-11,
HKGA-sky,DXBA-sky,2021-01-12,260
HKGA-sky,DXBA-sky,2021-01-13,
HKGA-sky,DXBA-sky,2021-01-14,264
HKGA-sky,DXBA-sky,2021-01-15,260
HKGA-sky,DXBA-sky,2021-01-16,
HKGA-sky,DXBA-sky,2021-01-17,
HKGA-sky,DXBA-sky,2021-01-18,
HKGA-sky,DXBA-sky,2021-01-19,
HKGA-sky,DXBA-sky,2021-01-20,
HKGA-sky,DXBA-sky,2021-01-21,
HKGA-sky,DXBA-sky,2021-01-22,267
HKGA-sky,DXBA-sky,2021-01-23,325
HKGA-sky,DXBA-sky,2021-01-24,262
HKGA-sky,DXBA-sky,2021-01-25,
HKGA-sky,DXBA-sky,2021-01-26,320
HKGA-sky,DXBA-sky,2021-01-27,
HKGA-sky,DXBA-sky,2021-01-28,
HKGA-sky,DXBA-sky,2021-01-29,
HKGA-sky,DXBA-sky,2021-01-30,
HKGA-sky,DXBA-sky,2021-01-31,
BKKT-sky,DXBA-sky,2021-01-01,225
BKKT-sky,DXBA-sky,2021-01-02,244
BKKT-sky,DXBA-sky,2021-01-03,236
BKKT-sky,DXBA-sky,2021-01-04,223
BKKT-sky,DXBA-sky,2021-01-05,223
BKKT-sky,DXBA-sky,2021-01-06,223
BKKT-sky,DXBA-sky,2021-01-07,223
BKKT-sky,DXBA-sky,2021-01-08,223
BKKT-sky,DXBA-sky,2021-01-09,223
BKKT-sky,DXBA-sky,2021-01-10,223
BKKT-sky,DXBA-sky,2021-01-11,223
BKKT-sky,DXBA-sky,2021-01-12,228
BKKT-sky,DXBA-sky,2021-01-13,223
BKKT-sky,DXBA-sky,2021-01-14,223
BKKT-sky,DXBA-sky,2021-01-15,223
BKKT-sky,DXBA-sky,2021-01-16,223
BKKT-sky,DXBA-sky,2021-01-17,223
BKKT-sky,DXBA-sky,2021-01-18,223
BKKT-sky,DXBA-sky,2021-01-19,223
BKKT-sky,DXBA-sky,2021-01-20,223
BKKT-sky,DXBA-sky,2021-01-21,220
BKKT-sky,DXBA-sky,2021-01-22,223
BKKT-sky,DXBA-sky,2021-01-23,223
BKKT-sky,DXBA-sky,2021-01-24,223
BKKT-sky,DXBA-sky,2021-01-25,227
BKKT-sky,DXBA-sky,2021-01-26,227
BKKT-sky,DXBA-sky,2021-01-27,227
BKKT-sky,DXBA-sky,2021-01-28,228
BKKT-sky,DXBA-sky,2021-01-29,227
BKKT-sky,DXBA-sky,2021-01-30,227
BKKT-sky,DXBA-sky,2021-01-31,227
LOND-sky,DXBA-sky,2021-01-01,288
LOND-sky,DXBA-sky,2021-01-02,289
LOND-sky,DXBA-sky,2021-01-03,300
LOND-sky,DXBA-sky,2021-01-04,328
LOND-sky,DXBA-sky,2021-01-05,269
LOND-sky,DXBA-sky,2021-01-06,252
LOND-sky,DXBA-sky,2021-01-07,252
LOND-sky,DXBA-sky,2021-01-08,245
LOND-sky,DXBA-sky,2021-01-09,188
LOND-sky,DXBA-sky,2021-01-10,206
LOND-sky,DXBA-sky,2021-01-11,172
LOND-sky,DXBA-sky,2021-01-12,172
LOND-sky,DXBA-sky,2021-01-13,172
LOND-sky,DXBA-sky,2021-01-14,173
LOND-sky,DXBA-sky,2021-01-15,199
LOND-sky,DXBA-sky,2021-01-16,146
LOND-sky,DXBA-sky,2021-01-17,171
LOND-sky,DXBA-sky,2021-01-18,211
LOND-sky,DXBA-sky,2021-01-19,185
LOND-sky,DXBA-sky,2021-01-20,162
LOND-sky,DXBA-sky,2021-01-21,260
LOND-sky,DXBA-sky,2021-01-22,194
LOND-sky,DXBA-sky,2021-01-23,166
LOND-sky,DXBA-sky,2021-01-24,173
LOND-sky,DXBA-sky,2021-01-25,175
LOND-sky,DXBA-sky,2021-01-26,303
LOND-sky,DXBA-sky,2021-01-27,200
LOND-sky,DXBA-sky,2021-01-28,265
LOND-sky,DXBA-sky,2021-01-29,207
LOND-sky,DXBA-sky,2021-01-30,183
LOND-sky,DXBA-sky,2021-01-31,167
SINS-sky,DXBA-sky,2021-01-01,359
SINS-sky,DXBA-sky,2021-01-02,359
SINS-sky,DXBA-sky,2021-01-03,273
SINS-sky,DXBA-sky,2021-01-04,
SINS-sky,DXBA-sky,2021-01-05,
SINS-sky,DXBA-sky,2021-01-06,291
SINS-sky,DXBA-sky,2021-01-07,
SINS-sky,DXBA-sky,2021-01-08,306
SINS-sky,DXBA-sky,2021-01-09,
SINS-sky,DXBA-sky,2021-01-10,305
SINS-sky,DXBA-sky,2021-01-11,264
SINS-sky,DXBA-sky,2021-01-12,499
SINS-sky,DXBA-sky,2021-01-13,
SINS-sky,DXBA-sky,2021-01-14,
SINS-sky,DXBA-sky,2021-01-15,264
SINS-sky,DXBA-sky,2021-01-16,
SINS-sky,DXBA-sky,2021-01-17,
SINS-sky,DXBA-sky,2021-01-18,265
SINS-sky,DXBA-sky,2021-01-19,
SINS-sky,DXBA-sky,2021-01-20,260
SINS-sky,DXBA-sky,2021-01-21,284
SINS-sky,DXBA-sky,2021-01-22,
SINS-sky,DXBA-sky,2021-01-23,
SINS-sky,DXBA-sky,2021-01-24,
SINS-sky,DXBA-sky,2021-01-25,
SINS-sky,DXBA-sky,2021-01-26,
SINS-sky,DXBA-sky,2021-01-27,
SINS-sky,DXBA-sky,2021-01-28,
SINS-sky,DXBA-sky,2021-01-29,267
SINS-sky,DXBA-sky,2021-01-30,229
SINS-sky,DXBA-sky,2021-01-31,198
PARI-sky,DXBA-sky,2021-01-01,282
PARI-sky,DXBA-sky,2021-01-02,328
PARI-sky,DXBA-sky,2021-01-03,344
PARI-sky,DXBA-sky,2021-01-04,326
PARI-sky,DXBA-sky,2021-01-05,282
PARI-sky,DXBA-sky,2021-01-06,236
PARI-sky,DXBA-sky,2021-01-07,
PARI-sky,DXBA-sky,2021-01-08,229
PARI-sky,DXBA-sky,2021-01-09,
PARI-sky,DXBA-sky,2021-01-10,236
PARI-sky,DXBA-sky,2021-01-11,191
PARI-sky,DXBA-sky,2021-01-12,236
PARI-sky,DXBA-sky,2021-01-13,236
PARI-sky,DXBA-sky,2021-01-14,215
PARI-sky,DXBA-sky,2021-01-15,
PARI-sky,DXBA-sky,2021-01-16,
PARI-sky,DXBA-sky,2021-01-17,
PARI-sky,DXBA-sky,2021-01-18,236
PARI-sky,DXBA-sky,2021-01-19,236
PARI-sky,DXBA-sky,2021-01-20,213
PARI-sky,DXBA-sky,2021-01-21,171
PARI-sky,DXBA-sky,2021-01-22,
PARI-sky,DXBA-sky,2021-01-23,
PARI-sky,DXBA-sky,2021-01-24,213
PARI-sky,DXBA-sky,2021-01-25,199
PARI-sky,DXBA-sky,2021-01-26,
PARI-sky,DXBA-sky,2021-01-27,236
PARI-sky,DXBA-sky,2021-01-28,
PARI-sky,DXBA-sky,2021-01-29,
PARI-sky,DXBA-sky,2021-01-30,
PARI-sky,DXBA-sky,2021-01-31,
NYCA-sky,DXBA-sky,2021-01-01,584
NYCA-sky,DXBA-sky,2021-01-02,646
NYCA-sky,DXBA-sky,2021-01-03,556
NYCA-sky,DXBA-sky,2021-01-04,643
NYCA-sky,DXBA-sky,2021-01-05,561
NYCA-sky,DXBA-sky,2021-01-06,664
NYCA-sky,DXBA-sky,2021-01-07,573
NYCA-sky,DXBA-sky,2021-01-08,558
NYCA-sky,DXBA-sky,2021-01-09,545
NYCA-sky,DXBA-sky,2021-01-10,485
NYCA-sky,DXBA-sky,2021-01-11,428
NYCA-sky,DXBA-sky,2021-01-12,453
NYCA-sky,DXBA-sky,2021-01-13,424
NYCA-sky,DXBA-sky,2021-01-14,515
NYCA-sky,DXBA-sky,2021-01-15,497
NYCA-sky,DXBA-sky,2021-01-16,415
NYCA-sky,DXBA-sky,2021-01-17,455
NYCA-sky,DXBA-sky,2021-01-18,
NYCA-sky,DXBA-sky,2021-01-19,
NYCA-sky,DXBA-sky,2021-01-20,408
NYCA-sky,DXBA-sky,2021-01-21,
NYCA-sky,DXBA-sky,2021-01-22,
NYCA-sky,DXBA-sky,2021-01-23,
NYCA-sky,DXBA-sky,2021-01-24,
NYCA-sky,DXBA-sky,2021-01-25,879
NYCA-sky,DXBA-sky,2021-01-26,
NYCA-sky,DXBA-sky,2021-01-27,
NYCA-sky,DXBA-sky,2021-01-28,516
NYCA-sky,DXBA-sky,2021-01-29,540
NYCA-sky,DXBA-sky,2021-01-30,662
NYCA-sky,DXBA-sky,2021-01-31,
KULM-sky,DXBA-sky,2021-01-01,342
KULM-sky,DXBA-sky,2021-01-02,282
KULM-sky,DXBA-sky,2021-01-03,
KULM-sky,DXBA-sky,2021-01-04,
KULM-sky,DXBA-sky,2021-01-05,
KULM-sky,DXBA-sky,2021-01-06,
KULM-sky,DXBA-sky,2021-01-07,
KULM-sky,DXBA-sky,2021-01-08,289
KULM-sky,DXBA-sky,2021-01-09,285
KULM-sky,DXBA-sky,2021-01-10,249
KULM-sky,DXBA-sky,2021-01-11,
KULM-sky,DXBA-sky,2021-01-12,
KULM-sky,DXBA-sky,2021-01-13,
KULM-sky,DXBA-sky,2021-01-14,
KULM-sky,DXBA-sky,2021-01-15,
KULM-sky,DXBA-sky,2021-01-16,
KULM-sky,DXBA-sky,2021-01-17,
KULM-sky,DXBA-sky,2021-01-18,
KULM-sky,DXBA-sky,2021-01-19,
KULM-sky,DXBA-sky,2021-01-20,
KULM-sky,DXBA-sky,2021-01-21,
KULM-sky,DXBA-sky,2021-01-22,
KULM-sky,DXBA-sky,2021-01-23,
KULM-sky,DXBA-sky,2021-01-24,
KULM-sky,DXBA-sky,2021-01-25,
KULM-sky,DXBA-sky,2021-01-26,
KULM-sky,DXBA-sky,2021-01-27,
KULM-sky,DXBA-sky,2021-01-28,
KULM-sky,DXBA-sky,2021-01-29,
KULM-sky,DXBA-sky,2021-01-30,247
KULM-sky,DXBA-sky,2021-01-31,
ISTA-sky,DXBA-sky,2021-01-01,176
ISTA-sky,DXBA-sky,2021-01-02,252
ISTA-sky,DXBA-sky,2021-01-03,217
ISTA-sky,DXBA-sky,2021-01-04,176
ISTA-sky,DXBA-sky,2021-01-05,159
ISTA-sky,DXBA-sky,2021-01-06,138
ISTA-sky,DXBA-sky,2021-01-07,182
ISTA-sky,DXBA-sky,2021-01-08,160
ISTA-sky,DXBA-sky,2021-01-09,141
ISTA-sky,DXBA-sky,2021-01-10,137
ISTA-sky,DXBA-sky,2021-01-11,110
ISTA-sky,DXBA-sky,2021-01-12,119
ISTA-sky,DXBA-sky,2021-01-13,119
ISTA-sky,DXBA-sky,2021-01-14,122
ISTA-sky,DXBA-sky,2021-01-15,140
ISTA-sky,DXBA-sky,2021-01-16,95
ISTA-sky,DXBA-sky,2021-01-17,119
ISTA-sky,DXBA-sky,2021-01-18,122
ISTA-sky,DXBA-sky,2021-01-19,120
ISTA-sky,DXBA-sky,2021-01-20,114
ISTA-sky,DXBA-sky,2021-01-21,102
ISTA-sky,DXBA-sky,2021-01-22,122
ISTA-sky,DXBA-sky,2021-01-23,106
ISTA-sky,DXBA-sky,2021-01-24,114
ISTA-sky,DXBA-sky,2021-01-25,103
ISTA-sky,DXBA-sky,2021-01-26,137
ISTA-sky,DXBA-sky,2021-01-27,137
ISTA-sky,DXBA-sky,2021-01-28,137
ISTA-sky,DXBA-sky,2021-01-29,176
ISTA-sky,DXBA-sky,2021-01-30,138
ISTA-sky,DXBA-sky,2021-01-31,116
HKGA-sky,NYCA-sky,2021-01-01,696
HKGA-sky,NYCA-sky,2021-01-02,548
HKGA-sky,NYCA-sky,2021-01-03,689
HKGA-sky,NYCA-sky,2021-01-04,645
HKGA-sky,NYCA-sky,2021-01-05,511
HKGA-sky,NYCA-sky,2021-01-06,651
HKGA-sky,NYCA-sky,2021-01-07,521
HKGA-sky,NYCA-sky,2021-01-08,538
HKGA-sky,NYCA-sky,2021-01-09,490
HKGA-sky,NYCA-sky,2021-01-10,493
HKGA-sky,NYCA-sky,2021-01-11,480
HKGA-sky,NYCA-sky,2021-01-12,
HKGA-sky,NYCA-sky,2021-01-13,
HKGA-sky,NYCA-sky,2021-01-14,652
HKGA-sky,NYCA-sky,2021-01-15,535
HKGA-sky,NYCA-sky,2021-01-16,518
HKGA-sky,NYCA-sky,2021-01-17,729
HKGA-sky,NYCA-sky,2021-01-18,454
HKGA-sky,NYCA-sky,2021-01-19,489
HKGA-sky,NYCA-sky,2021-01-20,489
HKGA-sky,NYCA-sky,2021-01-21,651
HKGA-sky,NYCA-sky,2021-01-22,
HKGA-sky,NYCA-sky,2021-01-23,
HKGA-sky,NYCA-sky,2021-01-24,729
HKGA-sky,NYCA-sky,2021-01-25,451
HKGA-sky,NYCA-sky,2021-01-26,607
HKGA-sky,NYCA-sky,2021-01-27,579
HKGA-sky,NYCA-sky,2021-01-28,606
HKGA-sky,NYCA-sky,2021-01-29,
HKGA-sky,NYCA-sky,2021-01-30,
HKGA-sky,NYCA-sky,2021-01-31,653
BKKT-sky,NYCA-sky,2021-01-01,534
BKKT-sky,NYCA-sky,2021-01-02,563
BKKT-sky,NYCA-sky,2021-01-03,535
BKKT-sky,NYCA-sky,2021-01-04,645
BKKT-sky,NYCA-sky,2021-01-05,539
BKKT-sky,NYCA-sky,2021-01-06,536
BKKT-sky,NYCA-sky,2021-01-07,428
BKKT-sky,NYCA-sky,2021-01-08,700
BKKT-sky,NYCA-sky,2021-01-09,
BKKT-sky,NYCA-sky,2021-01-10,701
BKKT-sky,NYCA-sky,2021-01-11,431
BKKT-sky,NYCA-sky,2021-01-12,630
BKKT-sky,NYCA-sky,2021-01-13,577
BKKT-sky,NYCA-sky,2021-01-14,435
BKKT-sky,NYCA-sky,2021-01-15,628
BKKT-sky,NYCA-sky,2021-01-16,507
BKKT-sky,NYCA-sky,2021-01-17,687
BKKT-sky,NYCA-sky,2021-01-18,428
BKKT-sky,NYCA-sky,2021-01-19,591
BKKT-sky,NYCA-sky,2021-01-20,567
BKKT-sky,NYCA-sky,2021-01-21,430
BKKT-sky,NYCA-sky,2021-01-22,700
BKKT-sky,NYCA-sky,2021-01-23,462
BKKT-sky,NYCA-sky,2021-01-24,687
BKKT-sky,NYCA-sky,2021-01-25,
BKKT-sky,NYCA-sky,2021-01-26,
BKKT-sky,NYCA-sky,2021-01-27,646
BKKT-sky,NYCA-sky,2021-01-28,431
BKKT-sky,NYCA-sky,2021-01-29,701
BKKT-sky,NYCA-sky,2021-01-30,506
BKKT-sky,NYCA-sky,2021-01-31,479
LOND-sky,NYCA-sky,2021-01-01,180
LOND-sky,NYCA-sky,2021-01-02,255
LOND-sky,NYCA-sky,2021-01-03,252
LOND-sky,NYCA-sky,2021-01-04,163
LOND-sky,NYCA-sky,2021-01-05,163
LOND-sky,NYCA-sky,2021-01-06,209
LOND-sky,NYCA-sky,2021-01-07,222
LOND-sky,NYCA-sky,2021-01-08,162
LOND-sky,NYCA-sky,2021-01-09,226
LOND-sky,NYCA-sky,2021-01-10,184
LOND-sky,NYCA-sky,2021-01-11,210
LOND-sky,NYCA-sky,2021-01-12,197
LOND-sky,NYCA-sky,2021-01-13,165
LOND-sky,NYCA-sky,2021-01-14,208
LOND-sky,NYCA-sky,2021-01-15,161
LOND-sky,NYCA-sky,2021-01-16,226
LOND-sky,NYCA-sky,2021-01-17,187
LOND-sky,NYCA-sky,2021-01-18,360
LOND-sky,NYCA-sky,2021-01-19,205
LOND-sky,NYCA-sky,2021-01-20,203
LOND-sky,NYCA-sky,2021-01-21,270
LOND-sky,NYCA-sky,2021-01-22,412
LOND-sky,NYCA-sky,2021-01-23,186
LOND-sky,NYCA-sky,2021-01-24,360
LOND-sky,NYCA-sky,2021-01-25,201
LOND-sky,NYCA-sky,2021-01-26,201
LOND-sky,NYCA-sky,2021-01-27,360
LOND-sky,NYCA-sky,2021-01-28,171
LOND-sky,NYCA-sky,2021-01-29,162
LOND-sky,NYCA-sky,2021-01-30,188
LOND-sky,NYCA-sky,2021-01-31,183
SINS-sky,NYCA-sky,2021-01-01,518
SINS-sky,NYCA-sky,2021-01-02,496
SINS-sky,NYCA-sky,2021-01-03,723
SINS-sky,NYCA-sky,2021-01-04,430
SINS-sky,NYCA-sky,2021-01-05,723
SINS-sky,NYCA-sky,2021-01-06,
SINS-sky,NYCA-sky,2021-01-07,
SINS-sky,NYCA-sky,2021-01-08,
SINS-sky,NYCA-sky,2021-01-09,495
SINS-sky,NYCA-sky,2021-01-10,
SINS-sky,NYCA-sky,2021-01-11,
SINS-sky,NYCA-sky,2021-01-12,724
SINS-sky,NYCA-sky,2021-01-13,430
SINS-sky,NYCA-sky,2021-01-14,724
SINS-sky,NYCA-sky,2021-01-15,
SINS-sky,NYCA-sky,2021-01-16,
SINS-sky,NYCA-sky,2021-01-17,448
SINS-sky,NYCA-sky,2021-01-18,
SINS-sky,NYCA-sky,2021-01-19,
SINS-sky,NYCA-sky,2021-01-20,
SINS-sky,NYCA-sky,2021-01-21,
SINS-sky,NYCA-sky,2021-01-22,
SINS-sky,NYCA-sky,2021-01-23,
SINS-sky,NYCA-sky,2021-01-24,
SINS-sky,NYCA-sky,2021-01-25,
SINS-sky,NYCA-sky,2021-01-26,447
SINS-sky,NYCA-sky,2021-01-27,
SINS-sky,NYCA-sky,2021-01-28,
SINS-sky,NYCA-sky,2021-01-29,
SINS-sky,NYCA-sky,2021-01-30,
SINS-sky,NYCA-sky,2021-01-31,
PARI-sky,NYCA-sky,2021-01-01,278
PARI-sky,NYCA-sky,2021-01-02,216
PARI-sky,NYCA-sky,2021-01-03,166
PARI-sky,NYCA-sky,2021-01-04,170
PARI-sky,NYCA-sky,2021-01-05,183
PARI-sky,NYCA-sky,2021-01-06,231
PARI-sky,NYCA-sky,2021-01-07,187
PARI-sky,NYCA-sky,2021-01-08,201
PARI-sky,NYCA-sky,2021-01-09,183
PARI-sky,NYCA-sky,2021-01-10,166
PARI-sky,NYCA-sky,2021-01-11,231
PARI-sky,NYCA-sky,2021-01-12,209
PARI-sky,NYCA-sky,2021-01-13,188
PARI-sky,NYCA-sky,2021-01-14,183
PARI-sky,NYCA-sky,2021-01-15,166
PARI-sky,NYCA-sky,2021-01-16,167
PARI-sky,NYCA-sky,2021-01-17,167
PARI-sky,NYCA-sky,2021-01-18,231
PARI-sky,NYCA-sky,2021-01-19,187
PARI-sky,NYCA-sky,2021-01-20,231
PARI-sky,NYCA-sky,2021-01-21,209
PARI-sky,NYCA-sky,2021-01-22,182
PARI-sky,NYCA-sky,2021-01-23,178
PARI-sky,NYCA-sky,2021-01-24,167
PARI-sky,NYCA-sky,2021-01-25,188
PARI-sky,NYCA-sky,2021-01-26,232
PARI-sky,NYCA-sky,2021-01-27,
PARI-sky,NYCA-sky,2021-01-28,182
PARI-sky,NYCA-sky,2021-01-29,165
PARI-sky,NYCA-sky,2021-01-30,231
PARI-sky,NYCA-sky,2021-01-31,232
DXBA-sky,NYCA-sky,2021-01-01,611
DXBA-sky,NYCA-sky,2021-01-02,598
DXBA-sky,NYCA-sky,2021-01-03,560
DXBA-sky,NYCA-sky,2021-01-04,538
DXBA-sky,NYCA-sky,2021-01-05,509
DXBA-sky,NYCA-sky,2021-01-06,468
DXBA-sky,NYCA-sky,2021-01-07,637
DXBA-sky,NYCA-sky,2021-01-08,505
DXBA-sky,NYCA-sky,2021-01-09,445
DXBA-sky,NYCA-sky,2021-01-10,460
DXBA-sky,NYCA-sky,2021-01-11,458
DXBA-sky,NYCA-sky,2021-01-12,656
DXBA-sky,NYCA-sky,2021-01-13,416
DXBA-sky,NYCA-sky,2021-01-14,639
DXBA-sky,NYCA-sky,2021-01-15,639
DXBA-sky,NYCA-sky,2021-01-16,465
DXBA-sky,NYCA-sky,2021-01-17,620
DXBA-sky,NYCA-sky,2021-01-18,464
DXBA-sky,NYCA-sky,2021-01-19,594
DXBA-sky,NYCA-sky,2021-01-20,
DXBA-sky,NYCA-sky,2021-01-21,
DXBA-sky,NYCA-sky,2021-01-22,
DXBA-sky,NYCA-sky,2021-01-23,
DXBA-sky,NYCA-sky,2021-01-24,
DXBA-sky,NYCA-sky,2021-01-25,
DXBA-sky,NYCA-sky,2021-01-26,473
DXBA-sky,NYCA-sky,2021-01-27,639
DXBA-sky,NYCA-sky,2021-01-28,425
DXBA-sky,NYCA-sky,2021-01-29,639
DXBA-sky,NYCA-sky,2021-01-30,464
DXBA-sky,NYCA-sky,2021-01-31,594
KULM-sky,NYCA-sky,2021-01-01,548
KULM-sky,NYCA-sky,2021-01-02,477
KULM-sky,NYCA-sky,2021-01-03,
KULM-sky,NYCA-sky,2021-01-04,
KULM-sky,NYCA-sky,2021-01-05,585
KULM-sky,NYCA-sky,2021-01-06,458
KULM-sky,NYCA-sky,2021-01-07,701
KULM-sky,NYCA-sky,2021-01-08,
KULM-sky,NYCA-sky,2021-01-09,
KULM-sky,NYCA-sky,2021-01-10,
KULM-sky,NYCA-sky,2021-01-11,
KULM-sky,NYCA-sky,2021-01-12,
KULM-sky,NYCA-sky,2021-01-13,
KULM-sky,NYCA-sky,2021-01-14,
KULM-sky,NYCA-sky,2021-01-15,
KULM-sky,NYCA-sky,2021-01-16,
KULM-sky,NYCA-sky,2021-01-17,
KULM-sky,NYCA-sky,2021-01-18,
KULM-sky,NYCA-sky,2021-01-19,
KULM-sky,NYCA-sky,2021-01-20,
KULM-sky,NYCA-sky,2021-01-21,
KULM-sky,NYCA-sky,2021-01-22,
KULM-sky,NYCA-sky,2021-01-23,
KULM-sky,NYCA-sky,2021-01-24,
KULM-sky,NYCA-sky,2021-01-25,
KULM-sky,NYCA-sky,2021-01-26,
KULM-sky,NYCA-sky,2021-01-27,
KULM-sky,NYCA-sky,2021-01-28,
KULM-sky,NYCA-sky,2021-01-29,
KULM-sky,NYCA-sky,2021-01-30,
KULM-sky,NYCA-sky,2021-01-31,
ISTA-sky,NYCA-sky,2021-01-01,296
ISTA-sky,NYCA-sky,2021-01-02,279
ISTA-sky,NYCA-sky,2021-01-03,308
ISTA-sky,NYCA-sky,2021-01-04,294
ISTA-sky,NYCA-sky,2021-01-05,286
ISTA-sky,NYCA-sky,2021-01-06,307
ISTA-sky,NYCA-sky,2021-01-07,273
ISTA-sky,NYCA-sky,2021-01-08,285
ISTA-sky,NYCA-sky,2021-01-09,261
ISTA-sky,NYCA-sky,2021-01-10,252
ISTA-sky,NYCA-sky,2021-01-11,252
ISTA-sky,NYCA-sky,2021-01-12,299
ISTA-sky,NYCA-sky,2021-01-13,301
ISTA-sky,NYCA-sky,2021-01-14,253
ISTA-sky,NYCA-sky,2021-01-15,252
ISTA-sky,NYCA-sky,2021-01-16,253
ISTA-sky,NYCA-sky,2021-01-17,282
ISTA-sky,NYCA-sky,2021-01-18,283
ISTA-sky,NYCA-sky,2021-01-19,258
ISTA-sky,NYCA-sky,2021-01-20,257
ISTA-sky,NYCA-sky,2021-01-21,300
ISTA-sky,NYCA-sky,2021-01-22,262
ISTA-sky,NYCA-sky,2021-01-23,301
ISTA-sky,NYCA-sky,2021-01-24,258
ISTA-sky,NYCA-sky,2021-01-25,282
ISTA-sky,NYCA-sky,2021-01-26,260
ISTA-sky,NYCA-sky,2021-01-27,
ISTA-sky,NYCA-sky,2021-01-28,314
ISTA-sky,NYCA-sky,2021-01-29,326
ISTA-sky,NYCA-sky,2021-01-30,654
ISTA-sky,NYCA-sky,2021-01-31,301
HKGA-sky,KULM-sky,2021-01-01,251
HKGA-sky,KULM-sky,2021-01-02,309
HKGA-sky,KULM-sky,2021-01-03,144
HKGA-sky,KULM-sky,2021-01-04,141
HKGA-sky,KULM-sky,2021-01-05,147
HKGA-sky,KULM-sky,2021-01-06,159
HKGA-sky,KULM-sky,2021-01-07,309
HKGA-sky,KULM-sky,2021-01-08,226
HKGA-sky,KULM-sky,2021-01-09,159
HKGA-sky,KULM-sky,2021-01-10,147
HKGA-sky,KULM-sky,2021-01-11,119
HKGA-sky,KULM-sky,2021-01-12,
HKGA-sky,KULM-sky,2021-01-13,128
HKGA-sky,KULM-sky,2021-01-14,
HKGA-sky,KULM-sky,2021-01-15,119
HKGA-sky,KULM-sky,2021-01-16,
HKGA-sky,KULM-sky,2021-01-17,
HKGA-sky,KULM-sky,2021-01-18,309
HKGA-sky,KULM-sky,2021-01-19,227
HKGA-sky,KULM-sky,2021-01-20,
HKGA-sky,KULM-sky,2021-01-21,
HKGA-sky,KULM-sky,2021-01-22,
HKGA-sky,KULM-sky,2021-01-23,
HKGA-sky,KULM-sky,2021-01-24,
HKGA-sky,KULM-sky,2021-01-25,273
HKGA-sky,KULM-sky,2021-01-26,
