origin,destination,outbound_date,quote
BKKT-sky,NYCA-sky,2021-01-04,753.0
BKKT-sky,NYCA-sky,2021-01-05,811.0
BKKT-sky,NYCA-sky,2021-01-06,767.0
BKKT-sky,NYCA-sky,2021-01-07,811.0
BKKT-sky,NYCA-sky,2021-01-08,830.0
BKKT-sky,NYCA-sky,2021-01-09,562.0
BKKT-sky,NYCA-sky,2021-01-10,700.0
BKKT-sky,NYCA-sky,2021-01-11,533.0
BKKT-sky,NYCA-sky,2021-01-12,411.0
BKKT-sky,NYCA-sky,2021-01-13,647.0
BKKT-sky,NYCA-sky,2021-01-14,651.0
BKKT-sky,NYCA-sky,2021-01-15,661.0
BKKT-sky,NYCA-sky,2021-01-16,422.0
BKKT-sky,NYCA-sky,2021-01-17,549.0
BKKT-sky,NYCA-sky,2021-01-18,645.0
BKKT-sky,NYCA-sky,2021-01-19,372.0
BKKT-sky,NYCA-sky,2021-01-20,540.0
BKKT-sky,NYCA-sky,2021-01-21,638.0
BKKT-sky,NYCA-sky,2021-01-22,2147483647.0
BKKT-sky,NYCA-sky,2021-01-23,2147483647.0
BKKT-sky,NYCA-sky,2021-01-24,2147483647.0
BKKT-sky,NYCA-sky,2021-01-25,2147483647.0
BKKT-sky,NYCA-sky,2021-01-26,637.0
BKKT-sky,NYCA-sky,2021-01-27,539.0
BKKT-sky,NYCA-sky,2021-01-28,637.0
BKKT-sky,NYCA-sky,2021-01-29,666.0
BKKT-sky,NYCA-sky,2021-01-30,669.0
BKKT-sky,NYCA-sky,2021-01-31,661.0
BKKT-sky,NYCA-sky,2021-02-01,2147483647.0
BKKT-sky,NYCA-sky,2021-02-02,2147483647.0
BKKT-sky,NYCA-sky,2021-02-03,2147483647.0
BKKT-sky,NYCA-sky,2021-02-04,2147483647.0
BKKT-sky,NYCA-sky,2021-02-05,637.0
BKKT-sky,NYCA-sky,2021-02-06,384.0
BKKT-sky,NYCA-sky,2021-02-07,525.0
BKKT-sky,NYCA-sky,2021-02-08,645.0
BKKT-sky,NYCA-sky,2021-02-09,2147483647.0
BKKT-sky,NYCA-sky,2021-02-10,2147483647.0
BKKT-sky,NYCA-sky,2021-02-11,2147483647.0
BKKT-sky,NYCA-sky,2021-02-12,2147483647.0
BKKT-sky,NYCA-sky,2021-02-13,2147483647.0
BKKT-sky,NYCA-sky,2021-02-14,2147483647.0
BKKT-sky,NYCA-sky,2021-02-15,2147483647.0
BKKT-sky,NYCA-sky,2021-02-16,2147483647.0
BKKT-sky,NYCA-sky,2021-02-17,638.0
BKKT-sky,NYCA-sky,2021-02-18,383.0
BKKT-sky,NYCA-sky,2021-02-19,638.0
BKKT-sky,NYCA-sky,2021-02-20,675.0
BKKT-sky,NYCA-sky,2021-02-21,2147483647.0
BKKT-sky,KULM-sky,2021-01-01,165.0
BKKT-sky,KULM-sky,2021-01-02,165.0
BKKT-sky,KULM-sky,2021-01-03,2147483647.0
BKKT-sky,KULM-sky,2021-01-04,2147483647.0
BKKT-sky,KULM-sky,2021-01-05,166.0
BKKT-sky,KULM-sky,2021-01-06,142.0
BKKT-sky,KULM-sky,2021-01-07,2147483647.0
BKKT-sky,KULM-sky,2021-01-08,2147483647.0
BKKT-sky,KULM-sky,2021-01-09,2147483647.0
BKKT-sky,KULM-sky,2021-01-10,2147483647.0
BKKT-sky,KULM-sky,2021-01-11,70.0
BKKT-sky,KULM-sky,2021-01-12,65.0
BKKT-sky,KULM-sky,2021-01-13,68.0
BKKT-sky,KULM-sky,2021-01-14,70.0
BKKT-sky,KULM-sky,2021-01-15,63.0
BKKT-sky,KULM-sky,2021-01-16,70.0
BKKT-sky,KULM-sky,2021-01-17,2147483647.0
BKKT-sky,KULM-sky,2021-01-18,165.0
BKKT-sky,KULM-sky,2021-01-19,2147483647.0
BKKT-sky,KULM-sky,2021-01-20,165.0
BKKT-sky,KULM-sky,2021-01-21,2147483647.0
BKKT-sky,KULM-sky,2021-01-22,2147483647.0
BKKT-sky,KULM-sky,2021-01-23,2147483647.0
BKKT-sky,KULM-sky,2021-01-24,2147483647.0
BKKT-sky,KULM-sky,2021-01-25,2147483647.0
BKKT-sky,KULM-sky,2021-01-26,2147483647.0
BKKT-sky,KULM-sky,2021-01-27,73.0
BKKT-sky,KULM-sky,2021-01-28,2147483647.0
BKKT-sky,KULM-sky,2021-01-29,165.0
BKKT-sky,KULM-sky,2021-01-30,2147483647.0
BKKT-sky,KULM-sky,2021-01-31,86.0
BKKT-sky,KULM-sky,2021-02-01,69.0
BKKT-sky,KULM-sky,2021-02-02,86.0
BKKT-sky,KULM-sky,2021-02-03,2147483647.0
BKKT-sky,KULM-sky,2021-02-04,2147483647.0
BKKT-sky,KULM-sky,2021-02-05,2147483647.0
BKKT-sky,KULM-sky,2021-02-06,2147483647.0
BKKT-sky,KULM-sky,2021-02-07,2147483647.0
BKKT-sky,KULM-sky,2021-02-08,166.0
BKKT-sky,KULM-sky,2021-02-09,2147483647.0
BKKT-sky,KULM-sky,2021-02-10,166.0
BKKT-sky,KULM-sky,2021-02-11,74.0
BKKT-sky,KULM-sky,2021-02-12,87.0
BKKT-sky,KULM-sky,2021-02-13,2147483647.0
BKKT-sky,KULM-sky,2021-02-14,2147483647.0
BKKT-sky,KULM-sky,2021-02-15,2147483647.0
BKKT-sky,KULM-sky,2021-02-16,165.0
BKKT-sky,KULM-sky,2021-02-17,2147483647.0
BKKT-sky,KULM-sky,2021-02-18,93.0
BKKT-sky,KULM-sky,2021-02-19,2147483647.0
BKKT-sky,KULM-sky,2021-02-20,2147483647.0
BKKT-sky,KULM-sky,2021-02-21,2147483647.0
BKKT-sky,ISTA-sky,2021-01-01,420.0
BKKT-sky,ISTA-sky,2021-01-02,442.0
BKKT-sky,ISTA-sky,2021-01-03,428.0
BKKT-sky,ISTA-sky,2021-01-04,391.0
BKKT-sky,ISTA-sky,2021-01-05,386.0
BKKT-sky,ISTA-sky,2021-01-06,412.0
BKKT-sky,ISTA-sky,2021-01-07,389.0
BKKT-sky,ISTA-sky,2021-01-08,362.0
BKKT-sky,ISTA-sky,2021-01-09,359.0
BKKT-sky,ISTA-sky,2021-01-10,371.0
BKKT-sky,ISTA-sky,2021-01-11,371.0
BKKT-sky,ISTA-sky,2021-01-12,381.0
BKKT-sky,ISTA-sky,2021-01-13,439.0
BKKT-sky,ISTA-sky,2021-01-14,371.0
BKKT-sky,ISTA-sky,2021-01-15,384.0
BKKT-sky,ISTA-sky,2021-01-16,387.0
BKKT-sky,ISTA-sky,2021-01-17,387.0
BKKT-sky,ISTA-sky,2021-01-18,386.0
BKKT-sky,ISTA-sky,2021-01-19,380.0
BKKT-sky,ISTA-sky,2021-01-20,380.0
BKKT-sky,ISTA-sky,2021-01-21,2147483647.0
BKKT-sky,ISTA-sky,2021-01-22,2147483647.0
BKKT-sky,ISTA-sky,2021-01-23,2147483647.0
BKKT-sky,ISTA-sky,2021-01-24,384.0
BKKT-sky,ISTA-sky,2021-01-25,388.0
BKKT-sky,ISTA-sky,2021-01-26,394.0
BKKT-sky,ISTA-sky,2021-01-27,431.0
BKKT-sky,ISTA-sky,2021-01-28,370.0
BKKT-sky,ISTA-sky,2021-01-29,771.0
BKKT-sky,ISTA-sky,2021-01-30,431.0
BKKT-sky,ISTA-sky,2021-01-31,431.0
BKKT-sky,ISTA-sky,2021-02-01,383.0
BKKT-sky,ISTA-sky,2021-02-02,2147483647.0
BKKT-sky,ISTA-sky,2021-02-03,356.0
BKKT-sky,ISTA-sky,2021-02-04,351.0
BKKT-sky,ISTA-sky,2021-02-05,725.0
BKKT-sky,ISTA-sky,2021-02-06,2147483647.0
BKKT-sky,ISTA-sky,2021-02-07,2147483647.0
BKKT-sky,ISTA-sky,2021-02-08,429.0
BKKT-sky,ISTA-sky,2021-02-09,355.0
BKKT-sky,ISTA-sky,2021-02-10,2147483647.0
BKKT-sky,ISTA-sky,2021-02-11,382.0
BKKT-sky,ISTA-sky,2021-02-12,755.0
BKKT-sky,ISTA-sky,2021-02-13,431.0
BKKT-sky,ISTA-sky,2021-02-14,2147483647.0
BKKT-sky,ISTA-sky,2021-02-15,2147483647.0
BKKT-sky,ISTA-sky,2021-02-16,319.0
BKKT-sky,ISTA-sky,2021-02-17,2147483647.0
BKKT-sky,ISTA-sky,2021-02-18,2147483647.0
BKKT-sky,ISTA-sky,2021-02-19,2147483647.0
BKKT-sky,ISTA-sky,2021-02-20,2147483647.0
BKKT-sky,ISTA-sky,2021-02-21,2147483647.0
BKKT-sky,IDEL-sky,2021-01-01,110.0
BKKT-sky,IDEL-sky,2021-01-02,110.0
BKKT-sky,IDEL-sky,2021-01-03,2147483647.0
BKKT-sky,IDEL-sky,2021-01-04,2147483647.0
BKKT-sky,IDEL-sky,2021-01-05,110.0
BKKT-sky,IDEL-sky,2021-01-06,2147483647.0
BKKT-sky,IDEL-sky,2021-01-07,110.0
BKKT-sky,IDEL-sky,2021-01-08,110.0
BKKT-sky,IDEL-sky,2021-01-09,2147483647.0
BKKT-sky,IDEL-sky,2021-01-10,2147483647.0
BKKT-sky,IDEL-sky,2021-01-11,2147483647.0
BKKT-sky,IDEL-sky,2021-01-12,111.0
BKKT-sky,IDEL-sky,2021-01-13,2147483647.0
BKKT-sky,IDEL-sky,2021-01-14,110.0
BKKT-sky,IDEL-sky,2021-01-15,110.0
BKKT-sky,IDEL-sky,2021-01-16,2147483647.0
BKKT-sky,IDEL-sky,2021-01-17,2147483647.0
BKKT-sky,IDEL-sky,2021-01-18,2147483647.0
BKKT-sky,IDEL-sky,2021-01-19,2147483647.0
BKKT-sky,IDEL-sky,2021-01-20,110.0
BKKT-sky,IDEL-sky,2021-01-21,2147483647.0
BKKT-sky,IDEL-sky,2021-01-22,111.0
BKKT-sky,IDEL-sky,2021-01-23,111.0
BKKT-sky,IDEL-sky,2021-01-24,110.0
BKKT-sky,IDEL-sky,2021-01-25,2147483647.0
BKKT-sky,IDEL-sky,2021-01-26,110.0
BKKT-sky,IDEL-sky,2021-01-27,2147483647.0
BKKT-sky,IDEL-sky,2021-01-28,111.0
BKKT-sky,IDEL-sky,2021-01-29,2147483647.0
BKKT-sky,IDEL-sky,2021-01-30,111.0
BKKT-sky,IDEL-sky,2021-01-31,2147483647.0
BKKT-sky,IDEL-sky,2021-02-01,110.0
BKKT-sky,IDEL-sky,2021-02-02,110.0
BKKT-sky,IDEL-sky,2021-02-03,250.0
BKKT-sky,IDEL-sky,2021-02-04,2147483647.0
BKKT-sky,IDEL-sky,2021-02-05,2147483647.0
BKKT-sky,IDEL-sky,2021-02-06,110.0
BKKT-sky,IDEL-sky,2021-02-07,250.0
BKKT-sky,IDEL-sky,2021-02-08,110.0
BKKT-sky,IDEL-sky,2021-02-09,2147483647.0
BKKT-sky,IDEL-sky,2021-02-10,2147483647.0
BKKT-sky,IDEL-sky,2021-02-11,2147483647.0
BKKT-sky,IDEL-sky,2021-02-12,2147483647.0
BKKT-sky,IDEL-sky,2021-02-13,2147483647.0
BKKT-sky,IDEL-sky,2021-02-14,2147483647.0
BKKT-sky,IDEL-sky,2021-02-15,2147483647.0
BKKT-sky,IDEL-sky,2021-02-16,2147483647.0
BKKT-sky,IDEL-sky,2021-02-17,2147483647.0
BKKT-sky,IDEL-sky,2021-02-18,2147483647.0
BKKT-sky,IDEL-sky,2021-02-19,2147483647.0
BKKT-sky,IDEL-sky,2021-02-20,2147483647.0
BKKT-sky,IDEL-sky,2021-02-21,2147483647.0
BKKT-sky,ANTA-sky,2021-01-01,2147483647.0
BKKT-sky,ANTA-sky,2021-01-02,2147483647.0
BKKT-sky,ANTA-sky,2021-01-03,2147483647.0
BKKT-sky,ANTA-sky,2021-01-04,2147483647.0
BKKT-sky,ANTA-sky,2021-01-05,2147483647.0
BKKT-sky,ANTA-sky,2021-01-06,2147483647.0
BKKT-sky,ANTA-sky,2021-01-07,2147483647.0
BKKT-sky,ANTA-sky,2021-01-08,2147483647.0
BKKT-sky,ANTA-sky,2021-01-09,480.0
BKKT-sky,ANTA-sky,2021-01-10,2147483647.0
BKKT-sky,ANTA-sky,2021-01-11,2147483647.0
BKKT-sky,ANTA-sky,2021-01-12,2147483647.0
BKKT-sky,ANTA-sky,2021-01-13,2147483647.0
BKKT-sky,ANTA-sky,2021-01-14,2147483647.0
BKKT-sky,ANTA-sky,2021-01-15,2147483647.0
BKKT-sky,ANTA-sky,2021-01-16,2147483647.0
BKKT-sky,ANTA-sky,2021-01-17,2147483647.0
BKKT-sky,ANTA-sky,2021-01-18,2147483647.0
BKKT-sky,ANTA-sky,2021-01-19,2147483647.0
BKKT-sky,ANTA-sky,2021-01-20,2147483647.0
BKKT-sky,ANTA-sky,2021-01-21,444.0
BKKT-sky,ANTA-sky,2021-01-22,2147483647.0
BKKT-sky,ANTA-sky,2021-01-23,2147483647.0
BKKT-sky,ANTA-sky,2021-01-24,2147483647.0
BKKT-sky,ANTA-sky,2021-01-25,2147483647.0
BKKT-sky,ANTA-sky,2021-01-26,2147483647.0
BKKT-sky,ANTA-sky,2021-01-27,2147483647.0
BKKT-sky,ANTA-sky,2021-01-28,2147483647.0
BKKT-sky,ANTA-sky,2021-01-29,2147483647.0
BKKT-sky,ANTA-sky,2021-01-30,2147483647.0
BKKT-sky,ANTA-sky,2021-01-31,2147483647.0
BKKT-sky,ANTA-sky,2021-02-01,2147483647.0
BKKT-sky,ANTA-sky,2021-02-02,2147483647.0
BKKT-sky,ANTA-sky,2021-02-03,2147483647.0
BKKT-sky,ANTA-sky,2021-02-04,2147483647.0
BKKT-sky,ANTA-sky,2021-02-05,2147483647.0
BKKT-sky,ANTA-sky,2021-02-06,2147483647.0
BKKT-sky,ANTA-sky,2021-02-07,2147483647.0
BKKT-sky,ANTA-sky,2021-02-08,2147483647.0
BKKT-sky,ANTA-sky,2021-02-09,2147483647.0
BKKT-sky,ANTA-sky,2021-02-10,2147483647.0
BKKT-sky,ANTA-sky,2021-02-11,2147483647.0
BKKT-sky,ANTA-sky,2021-02-12,2147483647.0
BKKT-sky,ANTA-sky,2021-02-13,2147483647.0
BKKT-sky,ANTA-sky,2021-02-14,2147483647.0
BKKT-sky,ANTA-sky,2021-02-15,2147483647.0
BKKT-sky,ANTA-sky,2021-02-16,2147483647.0
BKKT-sky,ANTA-sky,2021-02-17,2147483647.0
BKKT-sky,ANTA-sky,2021-02-18,2147483647.0
BKKT-sky,ANTA-sky,2021-02-19,2147483647.0
BKKT-sky,ANTA-sky,2021-02-20,2147483647.0
BKKT-sky,ANTA-sky,2021-02-21,2147483647.0
BKKT-sky,CSZX-sky,2021-01-01,374.0
BKKT-sky,CSZX-sky,2021-01-02,2147483647.0
BKKT-sky,CSZX-sky,2021-01-03,2147483647.0
BKKT-sky,CSZX-sky,2021-01-04,2147483647.0
BKKT-sky,CSZX-sky,2021-01-05,2147483647.0
BKKT-sky,CSZX-sky,2021-01-06,2147483647.0
BKKT-sky,CSZX-sky,2021-01-07,2147483647.0
BKKT-sky,CSZX-sky,2021-01-08,342.0
BKKT-sky,CSZX-sky,2021-01-09,2147483647.0
BKKT-sky,CSZX-sky,2021-01-10,2147483647.0
BKKT-sky,CSZX-sky,2021-01-11,2147483647.0
BKKT-sky,CSZX-sky,2021-01-12,2147483647.0
BKKT-sky,CSZX-sky,2021-01-13,2147483647.0
BKKT-sky,CSZX-sky,2021-01-14,333.0
BKKT-sky,CSZX-sky,2021-01-15,2147483647.0
BKKT-sky,CSZX-sky,2021-01-16,2147483647.0
BKKT-sky,CSZX-sky,2021-01-17,2147483647.0
BKKT-sky,CSZX-sky,2021-01-18,2147483647.0
BKKT-sky,CSZX-sky,2021-01-19,2147483647.0
BKKT-sky,CSZX-sky,2021-01-20,2147483647.0
BKKT-sky,CSZX-sky,2021-01-21,2147483647.0
BKKT-sky,CSZX-sky,2021-01-22,2147483647.0
BKKT-sky,CSZX-sky,2021-01-23,2147483647.0
BKKT-sky,CSZX-sky,2021-01-24,2147483647.0
BKKT-sky,CSZX-sky,2021-01-25,2147483647.0
BKKT-sky,CSZX-sky,2021-01-26,2147483647.0
BKKT-sky,CSZX-sky,2021-01-27,2147483647.0
BKKT-sky,CSZX-sky,2021-01-28,2147483647.0
BKKT-sky,CSZX-sky,2021-01-29,2147483647.0
BKKT-sky,CSZX-sky,2021-01-30,2147483647.0
BKKT-sky,CSZX-sky,2021-01-31,2147483647.0
BKKT-sky,CSZX-sky,2021-02-01,141.0
BKKT-sky,CSZX-sky,2021-02-02,2147483647.0
BKKT-sky,CSZX-sky,2021-02-03,2147483647.0
BKKT-sky,CSZX-sky,2021-02-04,2147483647.0
BKKT-sky,CSZX-sky,2021-02-05,2147483647.0
BKKT-sky,CSZX-sky,2021-02-06,2147483647.0
BKKT-sky,CSZX-sky,2021-02-07,2147483647.0
BKKT-sky,CSZX-sky,2021-02-08,2147483647.0
BKKT-sky,CSZX-sky,2021-02-09,2147483647.0
BKKT-sky,CSZX-sky,2021-02-10,2147483647.0
BKKT-sky,CSZX-sky,2021-02-11,2147483647.0
BKKT-sky,CSZX-sky,2021-02-12,2147483647.0
BKKT-sky,CSZX-sky,2021-02-13,2147483647.0
BKKT-sky,CSZX-sky,2021-02-14,2147483647.0
BKKT-sky,CSZX-sky,2021-02-15,2147483647.0
BKKT-sky,CSZX-sky,2021-02-16,2147483647.0
BKKT-sky,CSZX-sky,2021-02-17,2147483647.0
BKKT-sky,CSZX-sky,2021-02-18,2147483647.0
BKKT-sky,CSZX-sky,2021-02-19,2147483647.0
BKKT-sky,CSZX-sky,2021-02-20,2147483647.0
BKKT-sky,CSZX-sky,2021-02-21,2147483647.0
BKKT-sky,IBOM-sky,2021-01-01,2147483647.0
BKKT-sky,IBOM-sky,2021-01-02,2147483647.0
BKKT-sky,IBOM-sky,2021-01-03,2147483647.0
BKKT-sky,IBOM-sky,2021-01-04,2147483647.0
BKKT-sky,IBOM-sky,2021-01-05,117.0
BKKT-sky,IBOM-sky,2021-01-06,117.0
BKKT-sky,IBOM-sky,2021-01-07,2147483647.0
BKKT-sky,IBOM-sky,2021-01-08,2147483647.0
BKKT-sky,IBOM-sky,2021-01-09,2147483647.0
BKKT-sky,IBOM-sky,2021-01-10,2147483647.0
BKKT-sky,IBOM-sky,2021-01-11,2147483647.0
BKKT-sky,IBOM-sky,2021-01-12,2147483647.0
BKKT-sky,IBOM-sky,2021-01-13,2147483647.0
BKKT-sky,IBOM-sky,2021-01-14,2147483647.0
BKKT-sky,IBOM-sky,2021-01-15,2147483647.0
BKKT-sky,IBOM-sky,2021-01-16,2147483647.0
BKKT-sky,IBOM-sky,2021-01-17,2147483647.0
BKKT-sky,IBOM-sky,2021-01-18,2147483647.0
BKKT-sky,IBOM-sky,2021-01-19,2147483647.0
BKKT-sky,IBOM-sky,2021-01-20,2147483647.0
BKKT-sky,IBOM-sky,2021-01-21,2147483647.0
BKKT-sky,IBOM-sky,2021-01-22,2147483647.0
BKKT-sky,IBOM-sky,2021-01-23,2147483647.0
BKKT-sky,IBOM-sky,2021-01-24,2147483647.0
BKKT-sky,IBOM-sky,2021-01-25,2147483647.0
BKKT-sky,IBOM-sky,2021-01-26,2147483647.0
BKKT-sky,IBOM-sky,2021-01-27,2147483647.0
BKKT-sky,IBOM-sky,2021-01-28,2147483647.0
BKKT-sky,IBOM-sky,2021-01-29,2147483647.0
BKKT-sky,IBOM-sky,2021-01-30,2147483647.0
BKKT-sky,IBOM-sky,2021-01-31,2147483647.0
BKKT-sky,IBOM-sky,2021-02-01,2147483647.0
BKKT-sky,IBOM-sky,2021-02-02,2147483647.0
BKKT-sky,IBOM-sky,2021-02-03,117.0
BKKT-sky,IBOM-sky,2021-02-04,2147483647.0
BKKT-sky,IBOM-sky,2021-02-05,117.0
BKKT-sky,IBOM-sky,2021-02-06,2147483647.0
BKKT-sky,IBOM-sky,2021-02-07,2147483647.0
BKKT-sky,IBOM-sky,2021-02-08,2147483647.0
BKKT-sky,IBOM-sky,2021-02-09,2147483647.0
BKKT-sky,IBOM-sky,2021-02-10,2147483647.0
BKKT-sky,IBOM-sky,2021-02-11,117.0
BKKT-sky,IBOM-sky,2021-02-12,2147483647.0
BKKT-sky,IBOM-sky,2021-02-13,2147483647.0
BKKT-sky,IBOM-sky,2021-02-14,2147483647.0
BKKT-sky,IBOM-sky,2021-02-15,2147483647.0
BKKT-sky,IBOM-sky,2021-02-16,2147483647.0
BKKT-sky,IBOM-sky,2021-02-17,2147483647.0
BKKT-sky,IBOM-sky,2021-02-18,117.0
BKKT-sky,IBOM-sky,2021-02-19,2147483647.0
BKKT-sky,IBOM-sky,2021-02-20,2147483647.0
BKKT-sky,IBOM-sky,2021-02-21,2147483647.0
BKKT-sky,HKTT-sky,2021-01-01,32.0
BKKT-sky,HKTT-sky,2021-01-02,44.0
BKKT-sky,HKTT-sky,2021-01-03,32.0
BKKT-sky,HKTT-sky,2021-01-04,31.0
BKKT-sky,HKTT-sky,2021-01-05,16.0
BKKT-sky,HKTT-sky,2021-01-06,18.0
BKKT-sky,HKTT-sky,2021-01-07,17.0
BKKT-sky,HKTT-sky,2021-01-08,31.0
BKKT-sky,HKTT-sky,2021-01-09,18.0
BKKT-sky,HKTT-sky,2021-01-10,17.0
BKKT-sky,HKTT-sky,2021-01-11,18.0
BKKT-sky,HKTT-sky,2021-01-12,18.0
BKKT-sky,HKTT-sky,2021-01-13,17.0
BKKT-sky,HKTT-sky,2021-01-14,18.0
BKKT-sky,HKTT-sky,2021-01-15,31.0
BKKT-sky,HKTT-sky,2021-01-16,17.0
BKKT-sky,HKTT-sky,2021-01-17,17.0
BKKT-sky,HKTT-sky,2021-01-18,17.0
BKKT-sky,HKTT-sky,2021-01-19,17.0
BKKT-sky,HKTT-sky,2021-01-20,18.0
BKKT-sky,HKTT-sky,2021-01-21,26.0
BKKT-sky,HKTT-sky,2021-01-22,31.0
BKKT-sky,HKTT-sky,2021-01-23,17.0
BKKT-sky,HKTT-sky,2021-01-24,18.0
BKKT-sky,HKTT-sky,2021-01-25,18.0
BKKT-sky,HKTT-sky,2021-01-26,26.0
BKKT-sky,HKTT-sky,2021-01-27,18.0
BKKT-sky,HKTT-sky,2021-01-28,18.0
BKKT-sky,HKTT-sky,2021-01-29,31.0
BKKT-sky,HKTT-sky,2021-01-30,17.0
BKKT-sky,HKTT-sky,2021-01-31,17.0
BKKT-sky,HKTT-sky,2021-02-01,17.0
BKKT-sky,HKTT-sky,2021-02-02,17.0
BKKT-sky,HKTT-sky,2021-02-03,18.0
BKKT-sky,HKTT-sky,2021-02-04,18.0
BKKT-sky,HKTT-sky,2021-02-05,29.0
BKKT-sky,HKTT-sky,2021-02-06,17.0
BKKT-sky,HKTT-sky,2021-02-07,18.0
BKKT-sky,HKTT-sky,2021-02-08,32.0
BKKT-sky,HKTT-sky,2021-02-09,33.0
BKKT-sky,HKTT-sky,2021-02-10,32.0
BKKT-sky,HKTT-sky,2021-02-11,32.0
BKKT-sky,HKTT-sky,2021-02-12,39.0
BKKT-sky,HKTT-sky,2021-02-13,17.0
BKKT-sky,HKTT-sky,2021-02-14,17.0
BKKT-sky,HKTT-sky,2021-02-15,17.0
BKKT-sky,HKTT-sky,2021-02-16,18.0
BKKT-sky,HKTT-sky,2021-02-17,17.0
BKKT-sky,HKTT-sky,2021-02-18,17.0
BKKT-sky,HKTT-sky,2021-02-19,31.0
BKKT-sky,HKTT-sky,2021-02-20,17.0
BKKT-sky,HKTT-sky,2021-02-21,17.0
BKKT-sky,ROME-sky,2021-01-01,2147483647.0
BKKT-sky,ROME-sky,2021-01-02,2147483647.0
BKKT-sky,ROME-sky,2021-01-03,2147483647.0
BKKT-sky,ROME-sky,2021-01-04,527.0
BKKT-sky,ROME-sky,2021-01-05,2147483647.0
BKKT-sky,ROME-sky,2021-01-06,2147483647.0
BKKT-sky,ROME-sky,2021-01-07,497.0
BKKT-sky,ROME-sky,2021-01-08,2147483647.0
BKKT-sky,ROME-sky,2021-01-09,487.0
BKKT-sky,ROME-sky,2021-01-10,2147483647.0
BKKT-sky,ROME-sky,2021-01-11,2147483647.0
BKKT-sky,ROME-sky,2021-01-12,2147483647.0
BKKT-sky,ROME-sky,2021-01-13,403.0
BKKT-sky,ROME-sky,2021-01-14,382.0
BKKT-sky,ROME-sky,2021-01-15,2147483647.0
BKKT-sky,ROME-sky,2021-01-16,2147483647.0
BKKT-sky,ROME-sky,2021-01-17,2147483647.0
BKKT-sky,ROME-sky,2021-01-18,2147483647.0
BKKT-sky,ROME-sky,2021-01-19,2147483647.0
BKKT-sky,ROME-sky,2021-01-20,2147483647.0
BKKT-sky,ROME-sky,2021-01-21,2147483647.0
BKKT-sky,ROME-sky,2021-01-22,2147483647.0
BKKT-sky,ROME-sky,2021-01-23,2147483647.0
BKKT-sky,ROME-sky,2021-01-24,2147483647.0
BKKT-sky,ROME-sky,2021-01-25,2147483647.0
BKKT-sky,ROME-sky,2021-01-26,2147483647.0
BKKT-sky,ROME-sky,2021-01-27,2147483647.0
BKKT-sky,ROME-sky,2021-01-28,2147483647.0
BKKT-sky,ROME-sky,2021-01-29,2147483647.0
BKKT-sky,ROME-sky,2021-01-30,2147483647.0
BKKT-sky,ROME-sky,2021-01-31,2147483647.0
BKKT-sky,ROME-sky,2021-02-01,434.0
BKKT-sky,ROME-sky,2021-02-02,2147483647.0
BKKT-sky,ROME-sky,2021-02-03,2147483647.0
BKKT-sky,ROME-sky,2021-02-04,2147483647.0
BKKT-sky,ROME-sky,2021-02-05,2147483647.0
BKKT-sky,ROME-sky,2021-02-06,2147483647.0
BKKT-sky,ROME-sky,2021-02-07,2147483647.0
BKKT-sky,ROME-sky,2021-02-08,2147483647.0
BKKT-sky,ROME-sky,2021-02-09,2147483647.0
BKKT-sky,ROME-sky,2021-02-10,2147483647.0
BKKT-sky,ROME-sky,2021-02-11,2147483647.0
BKKT-sky,ROME-sky,2021-02-12,2147483647.0
BKKT-sky,ROME-sky,2021-02-13,2147483647.0
BKKT-sky,ROME-sky,2021-02-14,2147483647.0
BKKT-sky,ROME-sky,2021-02-15,2147483647.0
BKKT-sky,ROME-sky,2021-02-16,2147483647.0
BKKT-sky,ROME-sky,2021-02-17,2147483647.0
BKKT-sky,ROME-sky,2021-02-18,2147483647.0
BKKT-sky,ROME-sky,2021-02-19,2147483647.0
BKKT-sky,ROME-sky,2021-02-20,2147483647.0
BKKT-sky,ROME-sky,2021-02-21,2147483647.0
BKKT-sky,TYOA-sky,2021-01-01,409.0
BKKT-sky,TYOA-sky,2021-01-02,193.0
BKKT-sky,TYOA-sky,2021-01-03,291.0
BKKT-sky,TYOA-sky,2021-01-04,298.0
BKKT-sky,TYOA-sky,2021-01-05,363.0
BKKT-sky,TYOA-sky,2021-01-06,300.0
BKKT-sky,TYOA-sky,2021-01-07,288.0
BKKT-sky,TYOA-sky,2021-01-08,254.0
BKKT-sky,TYOA-sky,2021-01-09,246.0
BKKT-sky,TYOA-sky,2021-01-10,291.0
BKKT-sky,TYOA-sky,2021-01-11,359.0
BKKT-sky,TYOA-sky,2021-01-12,291.0
BKKT-sky,TYOA-sky,2021-01-13,291.0
BKKT-sky,TYOA-sky,2021-01-14,290.0
BKKT-sky,TYOA-sky,2021-01-15,289.0
BKKT-sky,TYOA-sky,2021-01-16,193.0
BKKT-sky,TYOA-sky,2021-01-17,196.0
BKKT-sky,TYOA-sky,2021-01-18,255.0
BKKT-sky,TYOA-sky,2021-01-19,246.0
BKKT-sky,TYOA-sky,2021-01-20,193.0
BKKT-sky,TYOA-sky,2021-01-21,193.0
BKKT-sky,TYOA-sky,2021-01-22,206.0
BKKT-sky,TYOA-sky,2021-01-23,193.0
BKKT-sky,TYOA-sky,2021-01-24,291.0
BKKT-sky,TYOA-sky,2021-01-25,2147483647.0
